"CaseId","WEIGHT","DV1A","DV1B","DV1C","DV1D","DV2A","DV2B","DV2C","DV2D","DV3A","DV3B","DV3C","DV3D","DV4A","DV4B","DV4C","DV4D","GENDER","AGE4","RACETHNICITY","EDUC5","INCOME4","METRO"
724,3.9810002929,"SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","Male","18-29","White, non-Hispanic","Less than HS","$100,000 or more","Metro Area"
725,0.6578366755,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Male","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
726,0.6567237389,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","Black, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
727,1.2203167983,"No","No","No","Unsure","Yes","Yes","No","Unsure","No","No","Yes","Yes","Unsure","No","No","Yes","Female","30-44","Black, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
728,1.2894342834,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Unsure","Unsure","No","Yes","Unsure","Unsure","Yes","Yes","Male","18-29","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
729,1.478343107,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Unsure","Unsure","Yes","Yes","Female","18-29","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
730,0.3920418268,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Female","18-29","2+, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
731,0.264391519,"Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Unsure","Unsure","Unsure","Unsure","Yes","Unsure","Yes","Unsure","Male","30-44","Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
732,2.1358923494,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Male","18-29","Hispanic","Less than HS","$60,000 to under $100,000","Metro Area"
733,0.6549726124,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Female","18-29","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
734,0.8961333499,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","Asian-Pacific Islander, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
735,1.3867138562,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","SKIPPED ON WEB","Yes","No","Yes","Yes","Female","30-44","Black, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
736,1.6222957181,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Female","60+","Black, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
737,0.6895528138,"Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Unsure","Yes","No","No","Yes","Unsure","Yes","No","Male","30-44","Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
738,0.1824410972,"Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Female","45-59","Hispanic","Less than HS","Less than $30,000","Metro Area"
739,0.4331803788,"Yes","Yes","Yes","Yes","Yes","Unsure","No","Unsure","No","Yes","No","No","No","No","Yes","Yes","Male","60+","Black, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
740,1.2304073428,"Yes","Yes","Yes","Yes","No","Unsure","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Female","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
741,0.3801814773,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
742,0.4798660616,"Yes","Yes","Yes","Yes","No","Unsure","Yes","Yes","Unsure","Unsure","No","No","No","No","Yes","Yes","Female","30-44","Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
743,2.27420388,"Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Unsure","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
744,0.0597829271,"Yes","Yes","Yes","Yes","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Male","45-59","Other, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
745,1.1442916508,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Male","18-29","Black, non-Hispanic","HS graduate or equivalent","Less than $30,000","Non-Metro Area"
746,0.7570072263,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Male","18-29","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
747,0.7946402726,"Yes","No","No","No","No","No","SKIPPED ON WEB","No","Yes","Yes","No","No","No","Yes","No","No","Male","45-59","Black, non-Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
748,3.551047259,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Female","18-29","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
749,0.2666067898,"Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Male","18-29","Hispanic","Less than HS","$100,000 or more","Metro Area"
750,1.0656663577,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
751,1.1222388753,"Yes","Unsure","Yes","Yes","No","No","No","Unsure","Yes","Unsure","No","No","Unsure","No","Yes","Unsure","Female","60+","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
752,1.6575816954,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Female","30-44","Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
753,0.1039429182,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Female","45-59","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
754,0.8133544333,"Yes","Yes","Yes","Yes","No","No","No","Yes","Unsure","Yes","Yes","No","No","No","Yes","Yes","Male","18-29","Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
755,0.7781830921,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","2+, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
756,1.9473784231,"Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","Male","18-29","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
757,0.7802870307,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Male","60+","Hispanic","Some college/ associates degree","Less than $30,000","Non-Metro Area"
758,2.4823251099,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Male","60+","Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
759,0.2062473184,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Female","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
760,0.7760283278,"Yes","Yes","Yes","Yes","No","Yes","Yes","Unsure","Yes","Yes","No","No","No","Yes","Yes","No","Male","45-59","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
761,0.6358400746,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
762,2.5675592239,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Less than HS","$100,000 or more","Metro Area"
763,0.2462371982,"No","No","No","No","No","No","No","No","No","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","Female","30-44","Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
764,0.9780322196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
765,0.6598338861,"Yes","Yes","Yes","Yes","Unsure","Yes","Unsure","Unsure","Yes","No","Yes","Unsure","No","Yes","Yes","No","Male","60+","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
766,1.00232509,"Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Female","30-44","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
767,2.1688423021,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
768,1.2014265002,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Female","45-59","Black, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Non-Metro Area"
769,0.3682724849,"SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","Male","30-44","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
770,2.6472761852,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","SKIPPED ON WEB","SKIPPED ON WEB","Female","18-29","White, non-Hispanic","Less than HS","$100,000 or more","Metro Area"
771,0.8135860208,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","No","Yes","No","Male","45-59","White, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
772,0.3482508971,"No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Male","30-44","Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
773,0.7795448541,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Unsure","Yes","Male","30-44","Black, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
774,0.3620628436,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
775,0.8840226546,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","No","Yes","Yes","Male","18-29","Asian-Pacific Islander, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
776,1.4550555887,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Female","18-29","Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
777,0.6830046155,"Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Female","18-29","White, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
778,1.1964134857,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","Female","30-44","Black, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
779,1.3309093182,"Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Unsure","Female","18-29","Asian-Pacific Islander, non-Hispanic","Bachelor's degree","Less than $30,000","Metro Area"
780,0.6039377629,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","Black, non-Hispanic","Less than HS","$30,000 to under $60,000","Metro Area"
781,0.8970649228,"Yes","No","Unsure","Unsure","No","No","Yes","Yes","Yes","No","No","No","Unsure","Unsure","No","No","Male","18-29","Black, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
782,0.4337664099,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Female","18-29","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
783,2.2963128284,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
784,1.5274908655,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","60+","Black, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
785,0.4838305969,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Unsure","No","Yes","Yes","Female","30-44","Black, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
786,0.484962596,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Male","45-59","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Non-Metro Area"
787,3.3636174146,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","Asian-Pacific Islander, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
788,0.3750766484,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Female","30-44","Hispanic","Less than HS","$30,000 to under $60,000","Metro Area"
789,0.7396934909,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Unsure","Unsure","Unsure","Yes","Yes","Yes","Female","18-29","2+, non-Hispanic","HS graduate or equivalent","Less than $30,000","Non-Metro Area"
790,0.5671088226,"Unsure","Unsure","Unsure","Unsure","No","No","No","No","No","No","No","No","No","No","No","No","Male","30-44","Black, non-Hispanic","Less than HS","Less than $30,000","Metro Area"
791,0.8306517241,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","45-59","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
792,0.4225076009,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
793,0.2567157477,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Male","18-29","Black, non-Hispanic","Less than HS","Less than $30,000","Metro Area"
794,0.7359576617,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Male","60+","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
795,1.0613465994,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","Asian-Pacific Islander, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
796,1.3323707159,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Unsure","Unsure","No","No","No","No","Yes","No","Female","18-29","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
797,0.9625170848,"Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","No","Unsure","Male","18-29","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
798,0.7919859009,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Male","18-29","Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
799,0.1891667427,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Male","18-29","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
800,0.2712477286,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Unsure","No","No","Yes","Yes","Female","45-59","Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
801,0.2978534871,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Unsure","No","No","Yes","Yes","Male","18-29","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
802,3.7965502532,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","SKIPPED ON WEB","Yes","No","Yes","Yes","Female","18-29","2+, non-Hispanic","Less than HS","Less than $30,000","Metro Area"
803,1.0714678925,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","2+, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
804,1.0106145492,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
805,0.4718369569,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Male","30-44","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
806,0.4997678564,"No","No","Yes","Yes","No","Unsure","Unsure","Unsure","No","No","No","No","Unsure","Unsure","Unsure","Unsure","Female","60+","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
807,0.5606575257,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Unsure","Yes","Yes","Female","60+","Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
